data_id,road_id,vehicle_id,origin,origin_state,destination,destination_state,origin_lat,origin_lon,destination_lat,destination_lon,distance_km,slope_deg,elevation_m,rainfall_mm_24h,temperature_c,humidity_pct,wind_speed_kmph,soil_moisture_pct,forecast_disruption_risk_pct,past_landslides_12m,past_floods_12m,accidents_12m,bridge_capacity_tonnes,congestion_index,traffic_volume_vph,vehicle_speed_kmph,travel_time_hr,eta_min,delay_min,cargo_quantity_units,current_stock_units,daily_consumption_units,forecast_3day_demand_units,shortage_flag,weather_risk,terrain_risk,road_condition_risk,incident_risk,traffic_risk,historical_risk,dynamic_risk_score,accessibility_score,earthquake_magnitude,earthquake_depth_km,pga_g,pgv_cm_s,wave_amplitude_mm,dominant_frequency_hz,ground_displacement_cm,wave_arrival_time_sec,route_safety_index,stock_days_remaining,estimated_fuel_liters,delivery_urgency_score,combined_transport_risk,road_type,road_condition,weather_condition,incident_type,incident_severity,cargo_type,supply_priority,bridge_condition,earthquake_transport_impact,verification_status,risk_level
DATA_00011,ROAD_153,VEH_6733,Guwahati,Assam,Shillong,Meghalaya,25.72422216571975,91.10292755567916,25.95728560277637,91.552335578803,27.136899742563788,30.92672889997303,520.381616345891,68.24271880154453,30.980721157114953,77.9601045463771,18.119971803889822,53.149274266228964,19.151155688744524,3,2,1,48.17149577758281,0.47202718674817656,624,58.34490491781204,1.4228402885229126,340,14,3385,14423,635,3448,0,0.5629477860073949,0.8431097347256973,0.5606373827299314,0.8264209208379557,0.40024556754025475,0.8531764788330477,28.88308439642007,0.6440733959373892,5.496097044331403,43.22286535121273,0.19871659776095782,5.61413823020551,7.032491424458568,3.7142441693890027,3.421295195833281,25.13819909115416,0.7573590516201483,6.093392998305843,34.24055429638062,0.5729216717173502,62.921707254988476,National Highway,blocked,heavy_rain,none,critical,essential_goods,high,good,low,verified,High
DATA_00012,ROAD_766,VEH_5425,Guwahati,Assam,Shillong,Meghalaya,26.115912354053552,92.37942648535414,25.774641450371576,92.10433590312486,209.9189576367738,33.24857488742221,1107.206852408293,18.996996715919746,18.057614574527953,61.04728260921609,56.404203323770005,39.52497744347291,46.06416001550164,2,3,2,41.26666986394522,0.5558797157426578,1468,38.9494652064132,0.6578499877354926,196,23,2197,4475,1026,3016,1,0.3237267904300688,0.5769240063499436,0.8040858762041841,0.544632822335667,0.5133018013719474,0.2528451388216791,31.894923526087595,0.5048210935028894,5.435181216053568,32.20704846327443,0.18548511510291726,5.566154786360095,4.865712485684814,7.406581658254504,2.240872747932854,5.431081483709317,0.4059649069243481,4.639610158101353,79.74366187227037,0.6647720151177712,39.521636052882954,District Road,at_risk,heavy_rain,pothole,critical,essential_goods,high,good,low,verified,Critical
DATA_00013,ROAD_880,VEH_4033,Guwahati,Assam,Shillong,Meghalaya,25.691540973010543,92.10790698026342,25.27649962696869,92.26646297774903,194.847815935809,12.29482422509546,1114.544258870913,45.25266171616947,34.512765761562825,87.46827634971805,21.293555479582945,45.26167484045705,34.18140710243485,0,1,5,39.780646999886095,0.2012663678783853,193,68.7147465551369,3.5434743173923455,94,81,3757,13333,1305,1740,0,0.5592513757010659,0.47551755594440814,0.4523750385088082,0.2474909363120654,0.14110137374686227,0.8528508774144826,48.44104310859814,0.8165867339745727,4.643455861534999,26.02829769007759,0.06543080167692007,2.4075612348571562,6.368567928129584,1.4824816686327984,0.7459879223682758,19.070989927114105,0.41268485828955936,9.945263104391982,51.65160149757885,0.735110411728336,58.505412099437024,State Highway,blocked,storm,accident,critical,essential_goods,high,good,low,verified,Low
DATA_00014,ROAD_857,VEH_2625,Guwahati,Assam,Shillong,Meghalaya,26.44759020032538,91.31168185873533,25.211025195305393,92.35855657834965,56.123131477601746,13.299419035660721,395.4830321549386,105.93452496979852,11.876621722529197,50.120407517129856,29.777703753973633,61.56678365836943,33.30074312248221,3,2,9,23.101668209460904,0.6655646639032267,1539,62.98033656702612,0.891488680844136,149,33,3426,13963,1580,5731,0,0.4401111728833693,0.5356499029684629,0.6181077787219846,0.8267291561700849,0.7613049277200478,0.15712786948465132,26.61459524545073,0.4307088594606744,4.938523648980521,39.958308882784934,0.2559903820074165,11.814933937062754,3.0283837653972494,2.119182923572374,3.443389956060469,22.49334212439293,0.8598733685208284,5.5042495940613305,136.10392435264396,0.2563092963295107,13.188862734689044,Rural Road,blocked,heavy_rain,flood,high,essential_goods,high,good,low,verified,Medium
DATA_00015,ROAD_788,VEH_5415,Guwahati,Assam,Shillong,Meghalaya,26.076246984602747,92.14466350625756,25.175190727937974,92.17465299328389,121.71276301664666,2.982865910756747,572.8661731521155,41.206394829928854,34.92363687331409,69.61482441846513,49.78347194973318,87.83386652459926,47.60083159682814,5,4,9,29.292183270050536,0.3568466047652573,314,62.88665472001763,2.31392014968431,283,36,2913,7561,1966,5406,0,0.4638607268813836,0.35161372573613436,0.3586190290207958,0.8761477814468618,0.42334004560059657,0.5116770018632841,84.16834503472279,0.6932452898623467,6.498289667509805,31.7037437742878,0.38129878556641394,8.851703845187108,2.038308905666366,4.256014232365077,3.7822157702778685,20.635218553625222,0.7319933752427119,2.832024145152465,148.57441879419963,0.8493709325911134,45.04928760579026,Rural Road,open,clear,flood,moderate,essential_goods,high,good,low,verified,High
DATA_00016,ROAD_216,VEH_8560,Guwahati,Assam,Shillong,Meghalaya,26.447060742359355,91.97156453317564,25.153971124428327,92.71244897791433,87.12815886021077,28.971747353809846,1299.1997708739514,55.935024910800315,20.387258573383825,71.71248096310353,30.972088004687425,51.97505309126195,21.571357478848697,0,4,6,21.67136298317749,0.57950207893992,1628,63.966312757323806,5.252148139357235,171,53,1592,13905,1339,3088,0,0.3262711866262613,0.33884467981741373,0.5695501779313289,0.899121866583471,0.4917122773245608,0.2188763347062313,52.700640439271154,0.45884295626975563,6.469028557580879,32.07669668283244,0.05541949648697857,11.325171196214788,4.662377245291711,3.8959961520613366,0.9432618685355271,22.437460690514285,0.6002583493894308,3.102062014521038,199.49750689733324,0.23055310936811135,69.57641212521567,Rural Road,at_risk,rain,accident,low,essential_goods,high,good,low,verified,Critical
DATA_00017,ROAD_115,VEH_3361,Guwahati,Assam,Shillong,Meghalaya,25.909978619746365,91.9821719896416,25.154361218771548,92.11033778128015,242.91683503206997,6.79735825275677,675.5540978874338,173.76364623183366,27.31761496467205,79.24264936606727,51.84709107928803,79.66389355961252,78.74737473346133,2,0,7,28.300328913292926,0.3533289231467197,1571,64.37193414546616,3.183711169645984,307,4,2729,2121,780,3254,0,0.6974130933903415,0.4471771775385006,0.17875450110655838,0.606998263024633,0.7980633860856726,0.4549428413293647,63.58008139552642,0.8775680465378646,6.141766710785868,11.839638747088511,0.057890445141951796,16.126725838082024,3.0750042044590464,4.373569807977834,0.7278489784969921,18.279157953719,0.5961496433411557,8.13267526492858,63.24632104032191,0.2552778454619963,79.66716789158839,State Highway,at_risk,rain,landslide,critical,essential_goods,high,good,low,verified,Low
DATA_00018,ROAD_261,VEH_2210,Guwahati,Assam,Shillong,Meghalaya,25.941729783603815,91.51834843666462,25.58757170512642,92.33062031306801,117.59105584600647,26.240375978135603,525.1669814930922,82.72268985181158,31.132598128564968,58.96476495990015,26.158128693204002,53.824564274145125,28.97645615420597,5,0,7,35.01729423227586,0.5598495441429161,1532,34.761537694163465,5.878694665172745,232,35,233,10272,1704,1301,1,0.7662711197385507,0.8223479347598204,0.7205927836827047,0.284094712776333,0.7415455660362301,0.27520363114248436,28.30923924939618,0.38797010003271204,5.210443542796318,40.22309294966709,0.3624595809675756,15.581944715413817,6.872379922983823,2.23101314644689,0.4858196490780897,20.68645269541826,0.2275958017725722,8.097494356091385,32.5070195302673,0.45540286311992884,20.512944513638836,District Road,at_risk,storm,landslide,moderate,essential_goods,high,good,low,verified,Medium
DATA_00019,ROAD_363,VEH_8894,Guwahati,Assam,Shillong,Meghalaya,26.467384076166812,91.44271217375874,25.87039695932504,92.54550230018586,127.71621943611993,7.022072314377775,228.00891354148771,97.0933966171958,28.853787326533386,60.152661306458164,42.1978048595184,67.2084361210164,41.792919616263944,2,4,8,44.60105686009353,0.5458500943528118,284,59.53409842944687,0.5765526030549565,304,15,2062,7038,1677,3047,1,0.7579338409814195,0.8522335134236434,0.18667688175938457,0.2870575217692666,0.12001971971718586,0.8073878761718818,54.29851675749152,0.8864419315573695,5.821890478269589,18.854688002959602,0.3671250503030449,2.2011237820437133,8.273782443626386,9.184488745851029,1.510950872646251,15.207396394885318,0.29784390875505473,9.516353795937516,93.48203148010117,0.5448372332847441,17.77535988974573,State Highway,at_risk,storm,pothole,critical,essential_goods,high,good,low,verified,High
DATA_00020,ROAD_386,VEH_1536,Guwahati,Assam,Shillong,Meghalaya,26.190280663747565,91.32590452704635,25.444695859779085,91.80694642970029,103.41778891423017,24.318933130847086,1767.577121150914,130.78784710030348,19.183373962429513,90.57632955910947,40.465474536471525,24.238506241662613,32.07051526892695,3,0,7,48.88724065777354,0.8592086306097101,1787,42.73586842852586,4.145228059340879,358,81,2645,1349,403,3632,0,0.8910567231531374,0.7295824799810527,0.26416446011430117,0.7638542697737061,0.5433662307689032,0.5691064668652496,71.91370867847412,0.3747490092845236,6.256212262854621,40.9747431121928,0.25394784133943943,15.98423133127458,6.040620024709317,3.495473613781147,4.920140659238695,29.688182609154307,0.578150819804206,8.186624412018613,49.733428275123,0.8065135219547606,20.5442583649518,District Road,open,heavy_rain,none,moderate,essential_goods,high,good,low,verified,Critical
DATA_00021,ROAD_896,VEH_6931,Guwahati,Assam,Shillong,Meghalaya,26.013237957609192,91.16358101500578,25.503838689785823,92.72904033586113,29.973958486809494,12.083965316348987,1431.4858931666454,22.81653786830045,31.674522693995957,73.46530466208878,30.19233871537251,87.481832818542,14.866032599560466,3,4,1,31.764366884942714,0.4212938036100484,1505,25.39809148396136,4.41820723193403,257,9,3883,2323,959,5883,0,0.15254578665609114,0.32001279964636253,0.6064613794408124,0.5386851472386884,0.36014835465493433,0.8957022046887388,52.13897862019272,0.5402865631816037,4.404983861693001,34.21707166141252,0.3033528045129184,2.884390771901798,7.0774383017514495,8.675134635660175,3.2545833244065268,24.224068252618466,0.7045879416603194,2.935207596947472,126.59985609218835,0.3599455020552091,37.114529506814016,Rural Road,at_risk,storm,none,high,essential_goods,high,good,low,verified,Low
DATA_00022,ROAD_951,VEH_2398,Guwahati,Assam,Shillong,Meghalaya,25.59323010170368,91.14484664884868,25.738795998488715,92.55530007086061,147.96526919153052,18.217032237916403,1096.9906406571108,119.7194153508556,24.03966034980181,64.83406916372923,11.722720694500762,44.751865574363734,63.227241600233235,2,1,10,41.25994875880174,0.794473719095252,1576,22.572303998618803,2.0819617420603,189,45,624,10468,1339,2642,0,0.6253890423905217,0.27939589528605246,0.18657470554181332,0.776298734881076,0.3940488404922802,0.7100845055494798,55.18700030320239,0.8054160283642582,2.768533232546591,43.80620645313432,0.3707343135790661,19.516385440388454,8.220583223498561,6.522159524819183,3.213495819149157,5.656345786339585,0.8503590036964555,8.465147109636966,85.17573815967489,0.3262912503725981,66.21590182924837,District Road,at_risk,heavy_rain,none,moderate,essential_goods,high,good,low,verified,Medium
DATA_00023,ROAD_193,VEH_9691,Guwahati,Assam,Shillong,Meghalaya,25.71513288003351,91.62974874064676,25.340895981769332,91.9810690202201,185.96707258081483,35.05478284838465,1420.6205539434598,101.93779705704773,24.189838915359932,53.823066798973066,7.893485453403698,31.01869279750072,59.427054554082446,3,0,2,38.58890487145896,0.3176822748369752,1455,41.20073865564976,3.8389180409255848,242,34,1082,13368,1349,1832,1,0.44393090671831226,0.32659717606435945,0.6427890038081064,0.4893062026914007,0.6337060469890796,0.13633389008354202,42.66843772613403,0.6494937177083377,6.387241275032077,10.307483435995316,0.3015682424649996,6.726967878350298,2.2700929963590606,2.235113247315943,1.2775975201072964,13.203058898446027,0.20541093459851836,7.72312711086791,64.53133042206451,0.46614521200066533,66.29370107061308,District Road,open,storm,none,critical,essential_goods,high,good,low,verified,High
DATA_00024,ROAD_527,VEH_5743,Guwahati,Assam,Shillong,Meghalaya,25.615173372663797,91.03128483853712,25.324768179445513,92.54171880060359,162.16881055997524,2.712178390254537,1514.4440522219022,165.80923821043424,32.994243793534615,53.96584465840481,51.44663978980833,37.03215323759136,57.10970306423295,2,4,6,33.338689005022104,0.4166133574874664,735,57.29024132323014,1.7186463239183825,116,9,2290,11374,533,5246,0,0.8247381852640404,0.3795002123779042,0.6819032845391234,0.7551588812198816,0.7520296046000113,0.28901507915737945,25.25109527943861,0.34795385211798746,5.337995846275737,34.09595941092663,0.23789187873662035,15.444090615390948,6.623988303083644,2.5943151605250625,3.864240446237801,17.352925625434715,0.72811207767289,7.838894346469736,126.00368282388918,0.8469079808699616,55.15934267222394,District Road,blocked,heavy_rain,landslide,critical,essential_goods,high,good,low,verified,Critical
DATA_00025,ROAD_417,VEH_8565,Guwahati,Assam,Shillong,Meghalaya,25.951913863700682,91.08533507625093,25.83169663166312,91.59975030152549,218.777507802805,4.594877822838732,1553.9987314753535,79.59745149053127,25.375209710389342,72.81805178002799,30.449141240999975,58.80214599368127,73.34542378122867,2,2,9,46.35568679448809,0.4597869629207251,1758,48.58283432269002,1.5353170578807378,339,60,2253,3471,426,4590,0,0.7487734490580966,0.7699017425980434,0.8859084648747179,0.16746330561965106,0.6169016729149753,0.13131370096053907,64.53351930262951,0.9432395169851657,4.529347541159113,30.96274212680698,0.04134540568096966,12.586302720130814,3.766200004919986,9.261431102052645,1.9370827976155796,24.361619714343387,0.6752284043917067,1.4712896578240564,166.94947924944537,0.4342545430819563,36.3752604094183,Rural Road,at_risk,heavy_rain,flood,moderate,essential_goods,high,good,low,verified,Low
DATA_00026,ROAD_501,VEH_3112,Guwahati,Assam,Shillong,Meghalaya,26.095041228151576,92.40700329934864,25.309581887415963,91.98968309787318,202.08225030861502,14.66775737030115,1482.4141324851616,104.89311262555553,26.752909999868063,87.30315378025091,45.63260696712155,67.97901081943033,52.11146717873392,1,2,4,37.61086872567208,0.43872509305768304,841,20.911526889576635,2.198763385351345,139,43,3338,8967,693,2755,0,0.22395613835552386,0.3366336813236974,0.7304961389371202,0.506151770179717,0.5318166067309369,0.6909152024011741,51.85721406819168,0.6964469280285632,5.293919851247524,45.05571090170967,0.387724672923243,12.74259784437665,6.05301512250196,2.3882748518900936,0.904229835843483,22.321141021530668,0.6373183359677388,9.123903844429943,187.2661745062211,0.23058469956816005,39.143953130461526,State Highway,at_risk,heavy_rain,accident,moderate,essential_goods,high,good,low,verified,Medium
DATA_00027,ROAD_551,VEH_8564,Guwahati,Assam,Shillong,Meghalaya,26.269438551975576,92.1671860558749,25.502906691487578,92.04425907474867,57.27337984655041,22.292423688533923,439.4861434559574,55.70422138130213,25.116586189418758,89.28508640267063,7.869889179355251,53.64134588232775,39.69696852835461,3,1,5,47.70027438991249,0.6691207816952006,1156,62.55830240423894,2.067846577326306,112,34,2040,9410,601,4483,0,0.8571306104094085,0.2776304055255845,0.46090239217656714,0.3796680625109191,0.12133615264235083,0.1426055097368596,50.14049802852648,0.37683355539757446,4.781677573455566,49.78101404953165,0.27775659352473514,8.123340794937583,0.4762379461758706,9.377433142749577,4.195881438058028,21.24901710735454,0.7539664462375233,2.238396289532845,89.54786439548533,0.7808331082069757,65.68575908607869,State Highway,blocked,storm,accident,low,essential_goods,high,good,low,verified,High
DATA_00028,ROAD_533,VEH_2821,Guwahati,Assam,Shillong,Meghalaya,26.276172632635397,91.3564603399614,25.121848345158618,91.80997135449776,166.95889839974637,36.42258458592429,1158.7779661796476,3.4206992839746686,11.570178775276595,87.65094742724008,32.49060722306853,57.523764901984286,60.55639536105139,1,1,8,35.126661013572175,0.6748354622338821,696,41.46194465516669,3.8814527052677286,153,73,1906,4068,1660,1601,1,0.15414345832707685,0.5208475562577365,0.5058621572638293,0.890665188477174,0.5433215619345564,0.4123629860480513,47.90945547109402,0.6767530936014725,4.935520396464214,49.24157690206241,0.37728586074970083,5.819354960315042,0.35917386486768677,8.096680146515638,1.7240124658169564,23.323525536266043,0.6397798737329594,7.943512366988732,190.41707158277003,0.4327630258603894,13.546855063616654,District Road,blocked,rain,accident,critical,essential_goods,high,good,low,verified,Critical
DATA_00029,ROAD_304,VEH_1686,Guwahati,Assam,Shillong,Meghalaya,25.815595820049726,91.46511382440534,25.39822405568602,92.56002790485277,128.88194656567399,26.005962214816837,162.2553116127442,146.06958273256916,26.172512470018756,62.874990299819686,52.417619175808774,23.346282397254395,62.458509404614375,0,3,0,24.56258121398557,0.7394739292145918,994,64.47432585061406,4.588192380357917,227,43,965,9129,1717,4975,1,0.8394483733015708,0.5154206828279536,0.7409184699214191,0.6816650594741086,0.1631416048443743,0.5819626390641818,72.56388956779207,0.6091057980084778,2.6752251026364924,22.84845712858376,0.13150817704651188,2.52130931042491,6.67700837028974,3.7584627048167722,3.013108138652999,15.652901822076135,0.6828353659118404,4.163922853947929,34.52991164127914,0.8090260225394745,38.204744824678585,Rural Road,at_risk,clear,none,critical,essential_goods,high,good,low,verified,Low
DATA_00030,ROAD_900,VEH_8179,Guwahati,Assam,Shillong,Meghalaya,25.534798965798544,91.10085004459316,25.778515373506867,91.97622701503929,108.05651238841888,15.805822964737327,1064.3158909310032,144.1972756011906,25.127370721369637,80.55779256110277,57.18529410960561,46.040936492947864,71.04675774388636,5,1,0,35.087262241686346,0.5235679052290317,915,35.71927206574408,2.0327937146489625,88,3,3213,4048,1322,5141,1,0.8308340046505494,0.19420879639254018,0.7199715868251906,0.6632302489654607,0.2716563403389758,0.5895017462109141,63.57864487285557,0.9489716326326143,4.930291613283421,18.007133639644806,0.0742561979777689,3.5788399368800174,0.9257099839301282,2.5539072758563695,3.566849471819072,29.931560100576043,0.7673592528503423,9.708051127267561,246.97929841955937,0.6674878533422774,66.76323894556705,District Road,at_risk,rain,landslide,high,essential_goods,high,good,low,verified,Medium
